,1stFlrSF,2ndFlrSF,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSq
1316,1630,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,1.0,0.0,5,1622.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,860.0,3.0,3,2,3,0,2008.0,1630,0,GasA,5,1Story,1,5,Lvl,Gtl,10226,Inside,61.0,3,20,RL,270.0,Stone,None,1,CollgCr,42,5,8,3,Gable,Normal,WD,0,8,1622.0,172,2008,2008,2009,3252.0
1317,1352,0,Pave,2,TwnhsE,4,0,0.0,0.0,1,Unf,0.0,0.0,5,1352.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,466.0,2.0,3,2,3,0,2006.0,1352,0,GasA,5,1Story,1,4,Lvl,Gtl,4230,Corner,47.0,4,120,FV,0.0,None,None,4,Somerst,241,5,7,3,Gable,Partial,New,0,5,1352.0,0,2006,2007,2007,2704.0
1318,1787,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1753.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,748.0,3.0,3,2,3,0,2001.0,1787,0,GasA,5,1Story,1,4,Lvl,Gtl,14781,CulDSac,,2,20,RL,178.0,BrkFace,None,8,CollgCr,150,5,8,3,Hip,Normal,WD,0,7,1753.0,198,2001,2002,2006,3540.0
1319,948,0,None,3,1Fam,3,0,492.0,0.0,5,Unf,0.0,0.0,3,372.0,Y,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,1,8,248.0,1.0,3,1,3,0,1954.0,948,0,GasA,5,1Story,1,3,Bnk,Gtl,10215,Inside,75.0,4,20,RL,132.0,BrkFace,None,2,Edwards,0,5,4,3,Hip,Normal,WD,0,5,864.0,0,1954,1954,2007,1812.0
1320,1478,0,None,3,1Fam,3,0,189.0,661.0,5,Rec,1.0,0.0,3,628.0,Y,Norm,5,0,3,3,BrkFace,BrkFace,0,4,2,CBlock,1,8,442.0,2.0,3,2,3,0,1957.0,1478,1,GasA,4,1Story,1,3,Lvl,Gtl,8400,Inside,70.0,4,20,RL,0.0,None,None,6,NAmes,0,3,6,3,Hip,Normal,WD,216,6,1478.0,114,1957,1957,2009,2956.0
1321,720,0,None,2,1Fam,0,0,0.0,0.0,0,None,0.0,0.0,0,0.0,N,Feedr,5,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,8,287.0,1.0,2,1,3,0,1955.0,720,0,Floor,3,1Story,1,3,Lvl,Gtl,6627,Corner,,3,20,RL,0.0,None,None,7,BrkSide,0,6,3,3,Hip,Normal,WD,0,4,0.0,0,1949,1950,2008,720.0
1322,1061,862,None,3,1Fam,3,0,674.0,0.0,6,Unf,1.0,0.0,4,76.0,Y,Norm,5,0,3,4,HdBoard,HdBoard,0,3,1,PConc,2,8,564.0,2.0,3,2,3,0,1992.0,1923,1,GasA,5,2Story,1,4,Lvl,Gtl,10186,Inside,107.0,3,60,RL,0.0,None,None,6,NoRidge,39,5,7,3,Gable,Normal,WD,0,8,750.0,240,1992,1992,2010,2673.0
1323,708,0,None,2,1Fam,3,0,280.0,0.0,2,Unf,0.0,0.0,3,140.0,Y,Norm,5,0,3,2,VinylSd,VinylSd,0,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,708,0,GasA,4,1Story,1,2,HLS,Gtl,5330,Inside,50.0,4,30,RL,0.0,None,None,12,BrkSide,0,7,4,3,Hip,Normal,WD,0,5,420.0,164,1940,1950,2009,1128.0
1324,1795,0,None,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,5,1795.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,895.0,3.0,3,2,3,0,2007.0,1795,0,GasA,5,1Story,1,4,Lvl,Gtl,9986,Inside,75.0,4,20,RL,428.0,BrkFace,None,2,Somerst,49,5,8,3,Gable,Partial,New,0,7,1795.0,0,2006,2007,2007,3590.0
1325,796,0,None,2,1Fam,2,0,0.0,0.0,1,Unf,0.0,0.0,3,796.0,N,Norm,5,100,3,3,AsbShng,AsbShng,3,0,0,BrkTil,1,8,0.0,0.0,0,0,0,0,,796,0,GasA,2,1Story,1,3,Lvl,Gtl,3636,Inside,40.0,4,30,RM,0.0,None,None,1,IDOTRR,0,4,4,1,Gable,Normal,WD,0,5,796.0,0,1922,1950,2008,1592.0
1326,774,0,None,3,1Fam,3,0,544.0,0.0,3,Unf,0.0,0.0,3,0.0,Y,Norm,5,286,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,8,0.0,0.0,0,0,0,0,,774,0,GasA,5,1Story,1,4,Bnk,Mod,4270,Inside,70.0,4,30,RH,0.0,None,None,5,Edwards,0,6,3,3,Gable,Normal,WD,0,6,544.0,0,1931,2006,2007,1318.0
1327,816,0,None,3,1Fam,3,0,641.0,0.0,5,Unf,0.0,1.0,3,175.0,Y,Norm,5,0,4,4,VinylSd,VinylSd,3,5,1,CBlock,1,8,264.0,1.0,3,1,3,0,1982.0,816,0,GasA,5,1Story,1,4,Lvl,Gtl,6600,Inside,60.0,4,20,RL,0.0,None,None,10,Mitchel,0,9,5,3,Gable,Normal,WD,0,5,816.0,0,1982,2008,2008,1632.0
1328,1584,1208,Grvl,5,1Fam,3,0,493.0,0.0,2,Unf,0.0,0.0,4,1017.0,Y,Norm,5,0,4,4,BrkFace,Wd Sdng,3,3,2,BrkTil,2,5,520.0,2.0,3,1,2,0,1920.0,2792,0,GasW,5,1.5Fin,1,3,Lvl,Gtl,10440,Corner,60.0,4,50,RM,0.0,None,Shed,6,OldTown,547,7,6,3,Gable,Normal,WD,480,8,1510.0,0,1920,1950,2008,4302.0
1329,955,677,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,935.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,8,462.0,2.0,3,3,3,0,1998.0,1632,1,GasA,4,2Story,1,3,Lvl,Gtl,9084,Inside,63.0,3,60,RL,0.0,None,None,6,Gilbert,28,5,7,3,Hip,Normal,WD,0,8,935.0,0,1998,1998,2006,2567.0
1330,1588,0,None,3,1Fam,4,0,0.0,0.0,1,Unf,0.0,0.0,4,1588.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,825.0,3.0,3,2,3,0,2006.0,1588,0,GasA,5,1Story,1,4,Lvl,Gtl,10000,Inside,85.0,4,20,RL,410.0,Stone,None,12,Somerst,45,5,8,3,Hip,Normal,WD,0,7,1588.0,144,2006,2006,2007,3176.0
1331,954,0,None,3,1Fam,3,0,483.0,0.0,5,Unf,0.0,0.0,3,428.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,8,576.0,2.0,3,1,3,0,1976.0,954,0,GasA,4,SLvl,1,3,Lvl,Gtl,10780,Inside,55.0,3,80,RL,0.0,None,None,7,CollgCr,0,5,5,3,Gable,Normal,WD,0,6,911.0,0,1976,1976,2006,1865.0
1332,816,0,None,2,1Fam,3,0,690.0,0.0,5,Unf,1.0,0.0,3,126.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,0,4,1,CBlock,1,8,288.0,1.0,2,1,2,0,1958.0,816,0,GasA,5,1Story,1,3,Lvl,Mod,8877,Inside,67.0,4,20,RL,0.0,None,None,5,Edwards,0,6,4,3,Gable,Normal,WD,0,3,816.0,0,1938,1958,2009,1632.0
1333,803,557,None,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,803.0,Y,Norm,5,190,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,8,297.0,1.0,3,1,3,0,1951.0,1360,1,GasA,5,1.5Fin,1,4,Lvl,Gtl,7200,Corner,60.0,4,50,RM,0.0,None,None,7,IDOTRR,65,6,5,3,Gable,Normal,WD,0,6,803.0,0,1938,1995,2006,2163.0
1334,765,600,None,3,TwnhsE,3,0,765.0,0.0,2,Unf,0.0,0.0,3,0.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,440.0,2.0,3,1,3,0,1970.0,1365,1,GasA,3,2Story,1,3,Lvl,Gtl,2368,Inside,24.0,4,160,RM,312.0,None,None,5,BrDale,36,6,5,3,Gable,Normal,WD,0,7,765.0,0,1970,1970,2009,2130.0
1335,1334,0,None,2,1Fam,3,0,686.0,0.0,5,Unf,0.0,1.0,4,664.0,Y,Norm,5,0,3,3,Plywood,Plywood,0,3,1,CBlock,2,8,630.0,2.0,3,2,3,0,1977.0,1334,0,GasA,3,1Story,1,3,Lvl,Gtl,9650,Inside,80.0,4,20,RL,360.0,BrkFace,None,4,NWAmes,16,5,6,3,Gable,Normal,WD,0,6,1350.0,0,1977,1977,2009,2684.0
1336,1656,0,None,4,Duplex,3,0,0.0,0.0,1,Unf,0.0,0.0,3,1656.0,Y,Feedr,5,0,3,3,Plywood,Plywood,0,0,0,CBlock,2,8,506.0,2.0,3,1,3,0,1973.0,1656,0,GasA,3,1Story,2,3,Lvl,Gtl,9246,Inside,87.0,3,90,RL,564.0,BrkFace,None,11,NWAmes,211,5,5,3,Gable,Normal,WD,0,8,1656.0,0,1973,1973,2008,3312.0
1337,693,0,Grvl,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,693.0,N,Feedr,4,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,8,0.0,0.0,0,0,0,0,,693,0,Grav,2,1Story,1,2,Bnk,Mod,4118,Corner,153.0,3,30,RM,0.0,None,None,3,OldTown,20,4,4,1,Gable,Normal,WD,0,4,693.0,0,1941,1950,2006,1386.0
1338,920,941,None,3,1Fam,3,0,700.0,0.0,6,Unf,1.0,0.0,4,216.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,492.0,2.0,3,2,3,0,2002.0,1861,1,GasA,5,2Story,1,4,Lvl,Gtl,13450,Corner,95.0,3,60,RL,0.0,None,None,6,CollgCr,91,5,7,3,Gable,Normal,WD,0,8,916.0,146,2002,2002,2006,2777.0
1339,864,0,None,3,1Fam,3,0,360.0,0.0,3,Unf,0.0,0.0,3,504.0,Y,Norm,5,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,8,288.0,1.0,3,2,3,0,1972.0,864,0,GasA,5,1Story,1,3,Lvl,Gtl,9560,Corner,120.0,3,20,RL,0.0,None,None,6,CollgCr,0,7,5,3,Hip,Normal,WD,0,5,864.0,0,1972,1972,2006,1728.0
1340,872,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,858.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,2,0,0,CBlock,1,8,480.0,4.0,3,1,3,0,1974.0,872,0,GasA,3,1Story,1,3,Lvl,Gtl,8294,Inside,70.0,4,20,RL,0.0,None,None,6,NAmes,0,5,4,3,Gable,Normal,WD,0,5,858.0,0,1971,1971,2007,1730.0
1341,1114,0,None,3,1Fam,3,0,814.0,0.0,6,Unf,1.0,0.0,4,300.0,Y,RRAe,5,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,8,576.0,2.0,3,1,3,0,2004.0,1114,0,GasA,5,1Story,1,4,Lvl,Gtl,13695,Inside,66.0,4,20,RL,0.0,None,None,7,SawyerW,78,5,6,3,Gable,Normal,WD,0,6,1114.0,0,2003,2004,2008,2228.0
1342,1284,885,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1284.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,647.0,2.0,3,2,3,0,2002.0,2169,1,GasA,5,2Story,1,4,Lvl,Gtl,9375,Inside,,4,60,RL,149.0,BrkFace,None,8,CollgCr,87,5,8,3,Gable,Normal,WD,0,7,1284.0,192,2002,2002,2007,3453.0
1343,1172,741,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,896.0,Y,Norm,5,0,3,3,BrkFace,Stone,0,3,1,BrkTil,1,8,342.0,2.0,2,1,2,0,1929.0,1913,1,GasA,4,1.5Fin,1,3,Bnk,Gtl,7558,Inside,57.0,4,50,RL,0.0,None,None,3,Crawfor,0,6,6,3,Gable,Normal,WD,0,9,896.0,0,1928,1950,2009,2809.0
1344,728,728,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,728.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,440.0,2.0,3,3,3,0,2006.0,1456,1,GasA,5,2Story,1,4,Lvl,Gtl,11103,Corner,85.0,3,60,RL,0.0,None,None,7,CollgCr,0,5,7,3,Gable,Partial,New,0,8,728.0,0,2006,2006,2007,2184.0
1345,960,0,None,2,1Fam,3,0,250.0,0.0,5,Unf,0.0,0.0,3,710.0,Y,Norm,4,168,3,3,MetalSd,MetalSd,0,0,0,PConc,1,8,308.0,1.0,3,1,3,0,1997.0,960,0,GasA,4,1Story,1,2,Lvl,Gtl,6000,Inside,50.0,4,30,RM,0.0,None,None,7,OldTown,0,4,4,3,Hip,Normal,WD,0,5,960.0,0,1920,1950,2007,1920.0
1346,2156,0,None,3,1Fam,3,0,297.0,68.0,4,Rec,0.0,0.0,3,1203.0,Y,PosN,5,0,3,3,BrkFace,HdBoard,0,4,1,CBlock,2,8,508.0,2.0,3,2,4,0,1968.0,2156,0,GasA,3,1Story,1,3,Lvl,Gtl,20781,CulDSac,,2,20,RL,0.0,None,None,6,NWAmes,80,7,7,3,Hip,Normal,WD,0,9,1568.0,0,1968,2003,2006,3724.0
1347,1776,0,None,3,1Fam,3,0,80.0,0.0,6,Unf,1.0,0.0,5,1652.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,712.0,3.0,3,3,3,0,2006.0,1776,0,GasA,5,1Story,1,4,HLS,Gtl,15306,Corner,93.0,3,20,RL,100.0,Stone,None,5,Timber,0,5,8,3,Gable,Partial,New,0,7,1732.0,0,2006,2007,2007,3508.0
1348,1494,0,None,3,1Fam,3,0,1443.0,0.0,6,Unf,1.0,0.0,4,39.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,2,1,PConc,2,8,514.0,2.0,3,2,3,0,1998.0,1494,0,GasA,5,1Story,1,4,Low,Gtl,16196,Inside,,1,20,RL,0.0,None,None,8,SawyerW,25,5,7,3,Gable,Normal,WD,0,5,1482.0,402,1998,1998,2007,2976.0
1349,938,1215,Pave,4,1Fam,2,0,259.0,0.0,2,Unf,0.0,0.0,3,425.0,N,Norm,5,20,4,3,MetalSd,MetalSd,0,0,0,BrkTil,2,8,0.0,0.0,0,0,0,0,,2358,0,OthW,2,2Story,1,3,Lvl,Gtl,5250,Inside,50.0,4,70,RM,0.0,None,None,12,OldTown,54,5,8,3,Gable,Normal,WD,0,8,684.0,0,1872,1987,2008,3042.0
1350,1338,1296,None,6,Duplex,3,0,500.0,0.0,2,Unf,1.0,1.0,3,748.0,Y,Artery,5,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,2,8,968.0,4.0,3,1,3,0,1969.0,2634,2,GasA,3,2Story,2,3,Lvl,Gtl,11643,Inside,91.0,4,90,RL,368.0,BrkFace,None,8,NAmes,0,5,5,3,Gable,Normal,WD,0,12,1248.0,0,1969,1969,2009,3882.0
1351,858,858,None,4,1Fam,3,0,319.0,0.0,3,Unf,0.0,0.0,3,539.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,0,4,1,CBlock,1,8,490.0,2.0,3,3,3,0,1962.0,1716,1,GasA,5,2Story,1,3,Lvl,Gtl,9247,Inside,70.0,3,60,RL,318.0,BrkFace,None,3,NAmes,84,6,6,3,Gable,Normal,WD,120,8,858.0,0,1962,1962,2008,2574.0
1352,786,390,None,2,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,698.0,Y,Norm,5,0,3,4,MetalSd,MetalSd,0,0,0,BrkTil,1,8,624.0,2.0,3,1,3,0,1999.0,1176,0,GasA,3,1.5Fin,1,3,Lvl,Gtl,6000,Inside,50.0,4,50,RM,0.0,None,None,7,BrkSide,0,9,6,1,Gable,Normal,WD,0,4,698.0,210,1937,2000,2009,1874.0
1353,2053,1185,None,4,1Fam,3,0,816.0,0.0,6,Unf,1.0,0.0,4,1217.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,5,1,PConc,2,8,666.0,3.0,3,3,3,0,1996.0,3238,1,GasA,5,1.5Fin,1,4,Lvl,Gtl,14720,CulDSac,56.0,3,50,RL,579.0,BrkFace,None,3,NoRidge,86,5,8,3,Hip,Normal,WD,0,9,2033.0,283,1995,1996,2010,5271.0
1354,992,873,None,3,1Fam,3,0,735.0,0.0,6,Unf,1.0,0.0,4,257.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,839.0,3.0,3,2,3,0,2000.0,1865,1,GasA,5,2Story,1,4,Lvl,Gtl,10316,Inside,,3,60,RL,0.0,None,None,6,CollgCr,184,5,7,3,Gable,Normal,WD,0,7,992.0,0,2000,2000,2008,2857.0
1355,1222,698,None,4,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,3,570.0,Y,Norm,5,0,3,3,MetalSd,MetalSd,4,3,1,CBlock,3,8,487.0,2.0,3,2,3,0,1968.0,1920,0,GasA,4,SLvl,1,4,Lvl,Gtl,10192,Inside,102.0,3,80,RL,143.0,BrkFace,None,9,NWAmes,98,6,7,3,Gable,Normal,WD,0,8,570.0,0,1968,1992,2006,2490.0
1356,892,0,None,3,1Fam,3,0,340.0,0.0,3,Unf,0.0,0.0,3,524.0,Y,Norm,5,0,3,3,HdBoard,HdBoard,2,0,0,CBlock,1,8,264.0,1.0,3,2,3,0,1966.0,892,0,GasA,3,1Story,1,3,Lvl,Gtl,9477,Corner,,4,20,RL,65.0,BrkFace,None,10,NAmes,0,5,5,3,Gable,Normal,WD,0,5,864.0,0,1966,1966,2008,1756.0
1357,1078,0,None,3,1Fam,3,0,734.0,0.0,6,Unf,1.0,0.0,3,344.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,2,1,CBlock,1,8,500.0,2.0,3,3,3,0,1971.0,1078,1,GasA,5,1Story,1,3,Lvl,Gtl,12537,CulDSac,,3,20,RL,0.0,None,None,4,NAmes,0,6,5,3,Gable,Normal,WD,0,6,1078.0,0,1971,2008,2010,2156.0
1358,769,804,None,3,Twnhs,3,0,378.0,0.0,6,Unf,0.0,0.0,4,378.0,Y,Norm,5,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,8,440.0,2.0,3,1,3,0,2000.0,1573,1,GasA,5,2Story,1,4,Lvl,Gtl,2117,Inside,,4,160,FV,216.0,BrkFace,None,6,Somerst,32,5,6,3,Gable,Normal,WD,0,5,756.0,0,2000,2000,2010,2329.0
1359,1980,0,None,3,1Fam,3,0,1447.0,0.0,6,Unf,1.0,0.0,5,533.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,770.0,3.0,3,3,3,0,2004.0,1980,0,GasA,5,1Story,1,5,Lvl,Gtl,16737,FR3,129.0,4,20,RL,66.0,BrkFace,None,9,NridgHt,45,5,9,3,Hip,Normal,WD,0,8,1980.0,194,2004,2005,2006,3960.0
1360,990,1611,None,4,1Fam,2,0,0.0,0.0,1,Unf,0.0,0.0,3,612.0,Y,Feedr,5,301,3,3,MetalSd,Wd Sdng,0,0,0,BrkTil,3,8,621.0,2.0,3,2,3,0,1998.0,2601,1,GasA,5,2Story,1,3,Lvl,Gtl,9842,Inside,51.0,4,70,RL,0.0,None,None,5,SWISU,0,6,5,3,Gable,Normal,WD,0,8,612.0,183,1921,1998,2008,3213.0
1361,1530,0,None,3,1Fam,3,0,1274.0,0.0,5,Unf,1.0,0.0,5,256.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,430.0,2.0,3,3,3,0,2005.0,1530,0,GasA,5,1Story,1,4,Low,Mod,16158,Inside,124.0,3,20,RL,16.0,Stone,None,6,StoneBr,36,5,7,3,Hip,Normal,WD,0,7,1530.0,168,2005,2005,2009,3060.0
1362,1281,457,None,4,1Fam,2,0,0.0,0.0,1,Unf,0.0,0.0,3,715.0,Y,Feedr,5,0,4,3,VinylSd,VinylSd,0,4,1,BrkTil,2,8,368.0,1.0,3,1,3,0,1920.0,1738,0,GasA,4,1.5Fin,1,3,Lvl,Gtl,12513,FR2,,3,50,RL,0.0,None,None,6,NAmes,0,4,4,3,Gable,Normal,WD,0,7,715.0,55,1920,2007,2009,2453.0
1363,616,796,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,616.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,4,1,PConc,2,8,432.0,2.0,3,3,3,0,2007.0,1412,1,GasA,5,2Story,1,4,Lvl,Gtl,8499,Inside,73.0,3,60,RL,0.0,None,None,3,Gilbert,36,5,6,3,Gable,Partial,New,0,6,616.0,0,2006,2007,2007,2028.0
1364,520,600,Pave,2,TwnhsE,3,0,0.0,0.0,1,Unf,0.0,0.0,4,600.0,Y,Norm,5,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,8,480.0,2.0,3,2,3,0,2005.0,1200,1,GasA,5,2Story,1,4,Lvl,Gtl,3180,Inside,30.0,4,160,FV,0.0,None,None,4,Somerst,166,5,7,3,Gable,Abnorml,WD,0,4,600.0,0,2005,2005,2006,1800.0
1365,814,860,None,3,1Fam,3,0,533.0,0.0,6,Unf,1.0,0.0,4,281.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,663.0,2.0,3,2,3,0,2000.0,1674,1,GasA,5,2Story,1,4,Lvl,Gtl,7500,Inside,,4,60,FV,0.0,None,None,1,Somerst,96,5,7,3,Gable,Normal,WD,0,7,814.0,0,2000,2000,2010,2488.0
1366,882,908,None,3,1Fam,3,0,633.0,0.0,6,Unf,1.0,0.0,4,240.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,8,588.0,2.0,3,2,3,0,1999.0,1790,1,GasA,5,2Story,1,4,Lvl,Gtl,9179,Inside,68.0,3,60,RL,158.0,BrkFace,None,6,CollgCr,88,5,7,3,Gable,Abnorml,WD,0,7,873.0,0,1999,1999,2008,2663.0
1367,925,550,None,4,TwnhsE,3,0,548.0,173.0,5,Rec,0.0,0.0,3,36.0,Y,Norm,5,0,3,3,CemntBd,CmentBd,0,3,1,PConc,2,8,336.0,1.0,3,2,3,0,1977.0,1475,0,GasA,5,2Story,1,3,Lvl,Gtl,2665,Inside,41.0,4,160,RM,0.0,None,None,7,MeadowV,26,6,5,3,Gable,Normal,WD,0,6,757.0,104,1977,1977,2006,2232.0
1368,848,0,None,1,TwnhsE,3,0,685.0,0.0,6,Unf,1.0,0.0,4,163.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,0,0,PConc,1,8,420.0,2.0,3,3,3,0,2003.0,848,0,GasA,5,1Story,1,4,Lvl,Gtl,4435,Inside,,4,120,RM,170.0,BrkFace,None,6,CollgCr,0,5,6,3,Gable,Normal,WD,0,4,848.0,140,2003,2004,2009,1696.0
1369,1668,0,None,3,1Fam,3,0,370.0,972.0,4,GLQ,1.0,0.0,4,315.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,8,502.0,2.0,3,3,3,0,2003.0,1668,0,GasA,5,1Story,1,4,Lvl,Gtl,10635,FR2,48.0,2,20,RL,171.0,BrkFace,None,5,CollgCr,262,5,8,3,Hip,Normal,WD,0,8,1657.0,0,2003,2003,2010,3325.0
1370,840,534,None,2,1Fam,3,0,315.0,105.0,5,Rec,0.0,0.0,3,420.0,Y,Artery,5,198,3,2,CBlock,CBlock,0,0,0,PConc,1,8,338.0,1.0,3,3,3,0,1967.0,1374,0,GasA,5,1.5Fin,1,3,Lvl,Gtl,5400,Corner,90.0,4,50,RL,0.0,None,None,10,OldTown,0,6,4,3,Gable,Normal,WD,0,6,840.0,0,1920,1950,2009,2214.0
1371,1661,0,None,3,1Fam,3,0,831.0,0.0,4,Unf,1.0,0.0,3,161.0,Y,Norm,5,0,3,3,AsbShng,AsbShng,3,3,1,CBlock,1,8,377.0,1.0,3,2,3,0,1955.0,1661,0,GasA,4,SLvl,1,4,Lvl,Gtl,9600,Inside,80.0,4,80,RL,0.0,None,None,10,NAmes,28,6,6,3,Hip,Normal,WD,178,8,992.0,0,1955,1996,2008,2653.0
1372,1108,989,None,3,1Fam,3,0,975.0,0.0,6,Unf,1.0,0.0,4,133.0,Y,Norm,5,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,8,583.0,2.0,3,2,3,0,1998.0,2097,1,GasA,5,2Story,1,4,Lvl,Gtl,9750,Corner,75.0,4,60,RL,0.0,None,None,6,CollgCr,170,6,7,3,Gable,Normal,WD,0,8,1108.0,253,1998,1998,2006,3205.0
1373,2633,0,None,2,1Fam,3,0,1282.0,0.0,6,Unf,1.0,0.0,5,1351.0,Y,Norm,5,0,3,5,VinylSd,VinylSd,0,4,2,PConc,2,8,804.0,3.0,3,2,3,0,2001.0,2633,1,GasA,5,1Story,1,5,Lvl,Gtl,11400,Inside,,4,20,RL,705.0,BrkFace,None,3,NoRidge,140,5,10,3,Hip,Normal,WD,0,8,2633.0,314,2001,2002,2007,5266.0
1374,1026,932,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1026.0,Y,Norm,5,0,3,4,CemntBd,CmentBd,0,4,1,PConc,2,8,936.0,3.0,3,3,3,0,2005.0,1958,1,GasA,5,2Story,1,4,Lvl,Gtl,10625,Inside,85.0,4,60,FV,0.0,None,None,7,Somerst,210,5,7,3,Gable,Normal,WD,0,9,1026.0,154,2005,2005,2008,2984.0
1375,1571,0,None,3,1Fam,3,0,0.0,0.0,1,Unf,0.0,0.0,4,1571.0,Y,Norm,5,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,8,722.0,3.0,3,3,3,0,2007.0,1571,0,GasA,5,1Story,1,4,HLS,Gtl,10991,Inside,89.0,3,20,RL,80.0,BrkFace,None,12,Timber,36,5,8,3,Gable,Partial,New,0,7,1571.0,100,2007,2007,2007,3142.0
1376,790,0,None,2,1Fam,3,0,384.0,0.0,3,Unf,0.0,0.0,4,384.0,N,Norm,5,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,8,160.0,1.0,3,1,2,0,1925.0,790,0,GasA,3,1Story,1,3,Bnk,Gtl,6292,Inside,52.0,4,30,RL,0.0,None,None,4,SWISU,141,5,6,3,Gable,Normal,WD,0,4,768.0,0,1930,1950,2008,1558.0
